id,Aspect_terms,Opinion_terms,sen_content
118,性能,不错,电脑性能不错
119,_,一般,东西一般吧
120,玩游戏,流畅,电脑不错，玩游戏流畅，显示屏清晰，性价比高！
120,显示屏,清晰,电脑不错，玩游戏流畅，显示屏清晰，性价比高！
120,性价比,高,电脑不错，玩游戏流畅，显示屏清晰，性价比高！
120,_,不错,电脑不错，玩游戏流畅，显示屏清晰，性价比高！
121,_,挺好,宝贝已经收到了，还行感觉挺好的下次需要还会再来光顾好评
121,_,好评,宝贝已经收到了，还行感觉挺好的下次需要还会再来光顾好评
122,性能,很强，,朋友推荐的，性能很强，高清大屏幕，外观时尚轻便，质量很好，很满意。
122,外观,时尚,朋友推荐的，性能很强，高清大屏幕，外观时尚轻便，质量很好，很满意。
122,质量,很好,朋友推荐的，性能很强，高清大屏幕，外观时尚轻便，质量很好，很满意。
122,屏幕,清大,朋友推荐的，性能很强，高清大屏幕，外观时尚轻便，质量很好，很满意。
122,_,轻便,朋友推荐的，性能很强，高清大屏幕，外观时尚轻便，质量很好，很满意。
122,_,很满意,朋友推荐的，性能很强，高清大屏幕，外观时尚轻便，质量很好，很满意。
123,_,不错,暂时还不错，但是office装的时候有点问题，最后去了售后才弄好，然后过了10天，居然降价了*块，还送包，太过分了，**的电脑价格维护才7天，太短了吧！！
123,_,降价,暂时还不错，但是office装的时候有点问题，最后去了售后才弄好，然后过了10天，居然降价了*块，还送包，太过分了，**的电脑价格维护才7天，太短了吧！！
123,_,太短了,暂时还不错，但是office装的时候有点问题，最后去了售后才弄好，然后过了10天，居然降价了*块，还送包，太过分了，**的电脑价格维护才7天，太短了吧！！
124,_,非常适合,与实际符合，非常适合。
125,价格,很实惠,电脑还可以的，这个价格很实惠。
125,_,还可以,电脑还可以的，这个价格很实惠。
126,客服,不错,客服不错👌
127,性价比,高,不错的电脑笔记本，用起来性价比高，方便携带，走哪里带哪里.
127,_,不错,不错的电脑笔记本，用起来性价比高，方便携带，走哪里带哪里.
127,_,方便携带,不错的电脑笔记本，用起来性价比高，方便携带，走哪里带哪里.
128,质量,很好,宝贝质量很好，物流也很快，是正品，值得购买
128,物流,很快,宝贝质量很好，物流也很快，是正品，值得购买
128,_,正品,宝贝质量很好，物流也很快，是正品，值得购买
129,外观塑料感太强，塑料,很软,没想象当中好，屏幕根本不是1080p的，电脑外观塑料感太强，塑料还很软
129,屏幕,_,没想象当中好，屏幕根本不是1080p的，电脑外观塑料感太强，塑料还很软
130,_,很满意,宝贝收到了，很满意物美价廉，
130,_,物美价廉,宝贝收到了，很满意物美价廉，
131,质量,很好,质量很好，外观做工精致，运行速度快，很满意
131,做工,精致,质量很好，外观做工精致，运行速度快，很满意
131,运行速度,快,质量很好，外观做工精致，运行速度快，很满意
131,外观,_,质量很好，外观做工精致，运行速度快，很满意
131,_,很满意,质量很好，外观做工精致，运行速度快，很满意
132,_,_,体验糟糕，买回来就坏了，又换货花了5天时间，我真是服了，呵呵，厉害了我的**
133,价格,便宜,宝贝收到，价格便宜，质量不错，上网速度快，物美价廉
133,质量,不错,宝贝收到，价格便宜，质量不错，上网速度快，物美价廉
133,上网速度,物美价,宝贝收到，价格便宜，质量不错，上网速度快，物美价廉
134,_,很过,刚买完一天，*买的，*，不能价保，感觉很过分。机器我就用了一天，还可以，就是价格我真的接受不了，很亏
134,_,还可以,刚买完一天，*买的，*，不能价保，感觉很过分。机器我就用了一天，还可以，就是价格我真的接受不了，很亏
134,价格,_,刚买完一天，*买的，*，不能价保，感觉很过分。机器我就用了一天，还可以，就是价格我真的接受不了，很亏
134,接受不了，,_,刚买完一天，*买的，*，不能价保，感觉很过分。机器我就用了一天，还可以，就是价格我真的接受不了，很亏
135,_,_,没几天降了10%只能给个差评缓解一下情
136,配置,什么的都可以,挺好的，配置什么的都可以。速度很快。散热稍微差点。
136,速度,很快,挺好的，配置什么的都可以。速度很快。散热稍微差点。
136,散热,稍微差点,挺好的，配置什么的都可以。速度很快。散热稍微差点。
136,_,挺好的,挺好的，配置什么的都可以。速度很快。散热稍微差点。
137,网速,非常快,这笔记本电脑拿回来了，拿回来就一直在用那个工作啊，玩啊，什么的都可以，网速也非常快，款式也是我最喜欢的，非常满意
137,_,什么的都可以,这笔记本电脑拿回来了，拿回来就一直在用那个工作啊，玩啊，什么的都可以，网速也非常快，款式也是我最喜欢的，非常满意
137,_,最喜欢,这笔记本电脑拿回来了，拿回来就一直在用那个工作啊，玩啊，什么的都可以，网速也非常快，款式也是我最喜欢的，非常满意
137,_,非常满意,这笔记本电脑拿回来了，拿回来就一直在用那个工作啊，玩啊，什么的都可以，网速也非常快，款式也是我最喜欢的，非常满意
138,外观,时尚漂亮,笔记本收到了，轻薄小巧，外观时尚漂亮，质量不错，运行速度快，不卡顿，挺满意
138,质量,不错,笔记本收到了，轻薄小巧，外观时尚漂亮，质量不错，运行速度快，不卡顿，挺满意
138,运行速度,快,笔记本收到了，轻薄小巧，外观时尚漂亮，质量不错，运行速度快，不卡顿，挺满意
138,_,轻薄,笔记本收到了，轻薄小巧，外观时尚漂亮，质量不错，运行速度快，不卡顿，挺满意
138,_,不卡顿,笔记本收到了，轻薄小巧，外观时尚漂亮，质量不错，运行速度快，不卡顿，挺满意
138,_,挺满意,笔记本收到了，轻薄小巧，外观时尚漂亮，质量不错，运行速度快，不卡顿，挺满意
139,_,非常不满意,非常不满意，虚假宣传，说前几百名有中奖，我2秒内完成订单竟然一个屁都没有，第一次买**产品，再也不信**了。再见！
140,_,不错,买到了粉色～用了今天觉得不错
141,_,比想象中,电脑比想象中好
142,_,一般般,一般般，待机时间太短，也就两小时
142,待机时间,_,一般般，待机时间太短，也就两小时
143,ooood,_,好gooood
144,风扇噪,_,风扇噪声大#ctrl?c快捷键用不了是个什么鬼东西
144,声大,_,风扇噪声大#ctrl?c快捷键用不了是个什么鬼东西
144,_,快,风扇噪声大#ctrl?c快捷键用不了是个什么鬼东西
145,外观,好漂亮,很好用，外观好漂亮的，用起来非常满意！
145,_,很好,很好用，外观好漂亮的，用起来非常满意！
145,_,非常满意,很好用，外观好漂亮的，用起来非常满意！
146,_,比错,用起来还比错
147,运行,很快,电脑性能：好用外观材质：挺喜欢这个设计，轻薄，手感也很舒服显卡效果：运行很快
147,性能,好用,电脑性能：好用外观材质：挺喜欢这个设计，轻薄，手感也很舒服显卡效果：运行很快
147,外观材质,挺喜欢,电脑性能：好用外观材质：挺喜欢这个设计，轻薄，手感也很舒服显卡效果：运行很快
147,设计,轻薄,电脑性能：好用外观材质：挺喜欢这个设计，轻薄，手感也很舒服显卡效果：运行很快
147,手感,很舒服,电脑性能：好用外观材质：挺喜欢这个设计，轻薄，手感也很舒服显卡效果：运行很快
147,显卡,_,电脑性能：好用外观材质：挺喜欢这个设计，轻薄，手感也很舒服显卡效果：运行很快
148,运行,不错,电脑运行不错，外观设计新颖独特，推荐购买，屏幕清晰，键盘随意切换，***值得信赖
148,外观设计,新颖独,电脑运行不错，外观设计新颖独特，推荐购买，屏幕清晰，键盘随意切换，***值得信赖
148,屏幕,_,电脑运行不错，外观设计新颖独特，推荐购买，屏幕清晰，键盘随意切换，***值得信赖
149,_,很好,很好！没得说。爽的不要不要的
150,网速,很快,不错。网速很快。一点不卡
150,_,不错,不错。网速很快。一点不卡
150,_,一点不卡,不错。网速很快。一点不卡
151,_,有点离谱,重的有点离谱。。。
152,包装,严格,店家包装严格没有破损！买来送给老弟的，老弟说用起来一点也不卡，上学携带方便非常满意！
152,携带,方便,店家包装严格没有破损！买来送给老弟的，老弟说用起来一点也不卡，上学携带方便非常满意！
152,_,没有破损,店家包装严格没有破损！买来送给老弟的，老弟说用起来一点也不卡，上学携带方便非常满意！
152,_,一点也不卡,店家包装严格没有破损！买来送给老弟的，老弟说用起来一点也不卡，上学携带方便非常满意！
152,_,非常满意,店家包装严格没有破损！买来送给老弟的，老弟说用起来一点也不卡，上学携带方便非常满意！
153,屏幕,很清晰,刚收到很惊艳，屏幕很清晰，开机的时候有语音助手，用起来也很方便过几天再来评价
153,_,很惊,刚收到很惊艳，屏幕很清晰，开机的时候有语音助手，用起来也很方便过几天再来评价
153,开机,_,刚收到很惊艳，屏幕很清晰，开机的时候有语音助手，用起来也很方便过几天再来评价
153,语音,_,刚收到很惊艳，屏幕很清晰，开机的时候有语音助手，用起来也很方便过几天再来评价
153,_,很方便,刚收到很惊艳，屏幕很清晰，开机的时候有语音助手，用起来也很方便过几天再来评价
154,鼠标,_,电脑一般吧的，但拆开那一刻发现鼠标也没(?&bull;&omega;&bull;?)
155,_,死机,什么鬼啊，买完两天用个ppt就死机
156,质量,非常好,好评，质量非常好，外观好看，简单，电脑价位实惠，是正品，非常满意，值得购买。
156,外观,好看,好评，质量非常好，外观好看，简单，电脑价位实惠，是正品，非常满意，值得购买。
156,_,好评,好评，质量非常好，外观好看，简单，电脑价位实惠，是正品，非常满意，值得购买。
156,_,正品,好评，质量非常好，外观好看，简单，电脑价位实惠，是正品，非常满意，值得购买。
156,_,非常满意,好评，质量非常好，外观好看，简单，电脑价位实惠，是正品，非常满意，值得购买。
157,反应,很快,电脑反应很快，用着很顺手
157,_,很顺手,电脑反应很快，用着很顺手
158,性价比,高,电脑性价比高。图案清晰，外形美观，颜色好看，运行速度快。内存也大
158,图案,清晰,电脑性价比高。图案清晰，外形美观，颜色好看，运行速度快。内存也大
