,id,id,Aspect_terms,Opinion_terms,Categories,Polarities
678,247,247,_,很大气,外观,正面
679,248,248,质量,还不错,整体,正面
680,248,248,_,挺满意,整体,正面
681,249,249,玩游戏,很流畅,使用场景,正面
682,249,249,上网,非常满意,整体,正面
683,249,249,_,不卡,硬件&性能,正面
684,249,249,_,好用,整体,正面
685,250,250,服务,不好,服务,负面
686,250,250,鼠标,没得送,硬件&性能,负面
687,250,250,_,差评,整体,负面
688,251,251,风扇,_,整体,负面
689,252,252,外观,好看,外观,正面
690,252,252,颜色,鲜,外观,正面
691,252,252,性能,挺好,硬件&性能,正面
692,252,252,_,，不卡机,硬件&性能,正面
693,252,252,_,，经济实惠,价格,正面
694,252,252,_,好评,整体,正面
695,253,253,运行速度,很快,硬件&性能,正面
696,253,253,显示,清晰,硬件&性能,正面
697,253,253,外观,时尚，音质,外观,正面
698,253,253,玩起游戏,特别清晰,使用场景,正面
699,253,253,_,一点都不卡,硬件&性能,正面
700,254,254,包装,特别好,包装,正面
701,254,254,运行,特别快,硬件&性能,正面
702,254,254,_,特别好用,整体,正面
703,255,255,_,非常不错,整体,正面
704,256,256,运行,流畅,硬件&性能,正面
705,256,256,性价比,很高,价格,正面
706,256,256,_,轻薄便携,外观,正面
707,257,257,_,还不错,整体,正面
708,257,257,_,顺丰快,物流,正面
709,258,258,外观,很精致,外观,正面
710,258,258,外观,_,外观,正面
711,259,259,外观,漂亮,外观,正面
712,259,259,运行,流畅,硬件&性能,正面
713,259,259,画面,清晰,硬件&性能,正面
714,259,259,_,，轻薄,外观,正面
715,259,259,_,太喜欢,整体,正面
716,260,260,手感,不错,外观,正面
717,260,260,性能,不错,硬件&性能,正面
718,260,260,_,流畅,硬件&性能,正面
719,261,261,内存,大,硬件&性能,正面
720,261,261,外观,很漂亮,外观,正面
721,261,261,玩时,很流畅，满意,硬件&性能,正面
722,262,262,质量,很好,整体,正面
723,263,263,电影,会死机&,硬件&性能,负面
724,264,264,外观,很好看,外观,正面
725,264,264,_,很舒服,硬件&性能,正面
726,265,265,_,有点不满意,整体,正面
727,266,266,打游戏,开,使用场景,正面
728,266,266,画质,一点不卡,硬件&性能,正面
729,266,266,_,不错,整体,正面
730,266,266,_,很棒,整体,正面
731,266,266,_,最高,整体,正面
732,267,267,质量,很好,整体,正面
733,267,267,物流,很快,物流,正面
734,267,267,_,很喜欢,整体,正面
735,268,268,外观,很美,外观,正面
736,268,268,质量,很好,整体,正面
737,268,268,玩游戏,一点都不卡,使用场景,正面
738,268,268,_,很漂亮,外观,正面
739,268,268,_,超喜欢,整体,正面
740,269,269,,帅！,整体,负面
741,270,270,运行,快,硬件&性能,正面
742,270,270,屏幕画面,清晰,硬件&性能,正面
743,270,270,玩吃鸡游戏,满意,使用场景,正面
744,270,270,_,超薄美,外观,正面
745,270,270,开机,_,硬件&性能,正面
746,270,270,_,可以,整体,正面
747,270,270,_,很满意,整体,正面
748,271,271,包装,太差了,价格,负面
749,272,272,屏幕,清晰,硬件&性能,正面
750,272,272,价格,合理,价格,正面
751,272,272,运行速度,很快,硬件&性能,正面
752,272,272,_,是正品,整体,中性
753,272,272,上网,_,整体,正面
754,272,272,_,很满意,整体,正面
755,273,273,外观,美观，,外观,正面
756,273,273,运行速度,流畅,硬件&性能,正面
757,273,273,价格,不贵,价格,正面
758,273,273,_,特别实惠,价格,正面
759,273,273,客服,_,服务,正面
760,273,273,_,服务,服务,正面
761,273,273,_,很到位,硬件&性能,正面
762,274,274,款式,很好看,外观,正面
763,274,274,性能,很强,硬件&性能,正面
764,275,275,客服,不咋地,服务,负面
765,275,275,_,很棒,整体,负面
766,276,276,包装,非常好,包装,正面
767,276,276,运行速度,非常快,硬件&性能,正面
768,276,276,风格,特，满意,整体,正面
769,276,276,_,没有破损,价格,正面
770,276,276,外观设计,_,外观,正面
771,277,277,服务,太差,服务,负面
772,278,278,_,超值,价格,负面
773,279,279,性能,很好,硬件&性能,正面
774,279,279,性价比,高,价格,正面
775,279,279,价格,不贵,价格,正面
776,279,279,外观材质,不错,外观,正面
777,280,280,画质,不错,硬件&性能,正面
778,280,280,音质,清晰,硬件&性能,正面
779,280,280,运行,_,硬件&性能,正面
780,280,280,性价比,_,价格,正面
781,280,280,_,很愉快,硬件&性能,正面
782,280,280,_,快,硬件&性能,正面
783,281,281,质量,挺好,整体,正面
784,281,281,屏幕,很清晰,硬件&性能,正面
785,281,281,反应速度,很快,硬件&性能,正面
786,281,281,包装,很完美,包装,正面
787,281,281,_,非常满意,整体,正面
788,282,282,包装,完好,包装,正面
789,282,282,画质,清晰,硬件&性能,正面
790,282,282,运行,流畅,硬件&性能,正面
791,282,282,内存容量,大,硬件&性能,正面
792,282,282,材质,很好,外观,正面
793,282,282,屏幕,_,硬件&性能,正面
794,282,282,_,满意,整体,正面
795,283,283,性价比,_,价格,负面
796,283,283,_,差评,整体,负面
797,283,283,_,一下，平衡,整体,正面
798,284,284,外观,太漂亮,外观,正面
799,284,284,携带,方便,外观,正面
800,284,284,_,工作,外观,正面
801,284,284,_,方便多,外观,正面
802,284,284,_,超级喜欢,整体,正面
803,285,285,_,有滋滋作响,物流,负面
804,285,285,_,有杂音,硬件&性能,负面
805,285,285,_,黑屏,硬件&性能,负面
806,286,286,质量,很好,整体,正面
807,286,286,做工,精致,外观,正面
808,286,286,瑕疵,没有,整体,负面
809,287,287,价格,便宜，满意,价格,正面
810,287,287,看电影,_,使用场景,正面
811,287,287,_,没卡顿,硬件&性能,正面
812,287,287,电池充,_,硬件&性能,负面
813,288,288,质量,很好,整体,正面
814,288,288,速度,很不错,硬件&性能,正面
815,289,289,外观,很漂亮,外观,正面
816,289,289,开机,很快,硬件&性能,正面
817,290,290,性价比,不高,价格,正面
818,290,290,客服态度,极差,服务,负面
819,290,290,质量,很一般,整体,正面
820,291,291,速度,也快,硬件&性能,正面
821,291,291,物流,跟给力,使用场景,负面
822,291,291,_,好,整体,正面
823,291,291,_,一点都不卡,硬件&性能,正面
824,291,291,_,物美价廉,价格,负面
825,292,292,运行噪音,很大,硬件&性能,负面
826,292,292,_,有点卡,硬件&性能,负面
827,292,292,开CAD软件,_,软件&性能,负面
828,293,293,价格,_,价格,负面
829,293,293,_,真不错,整体,负面
830,294,294,质量,特别好,整体,正面
831,294,294,运行速度,很快,硬件&性能,正面
832,294,294,玩游戏,完全不卡,使用场景,正面
833,294,294,看电视音质,挺好,硬件&性能,正面
834,294,294,_,好评,整体,正面
835,295,295,客服态度,很好,服务,正面
836,295,295,_,好评,整体,正面
837,296,296,性价比,高,价格,正面
838,297,297,充电器烫,手,硬件&性能,负面
839,298,298,显示器颜色,很好,外观,正面
840,298,298,运行,很快,硬件&性能,正面
841,298,298,，游戏工作,两不误，价格,包装,正面
842,298,298,_,很优惠,价格,正面
843,299,299,质量,太好,整体,正面
844,299,299,_,非常满意,整体,正面
845,299,299,_,好评,整体,正面
846,300,300,打游戏效果,挺好的,使用场景,正面
847,300,300,_,超级好,整体,正面
848,300,300,_,可以,整体,正面
849,301,301,主板,_,硬件&性能,负面
850,302,302,性能,很好,硬件&性能,负面
851,302,302,价格,便宜,价格,负面
852,302,302,物流,快,使用场景,负面
853,302,302,_,很快,硬件&性能,负面
854,302,302,_,不卡,硬件&性能,负面
855,303,303,性价比,高，中意,价格,正面
856,304,304,觉分辨率,不高,硬件&性能,负面
857,304,304,屏幕,_,硬件&性能,负面
858,305,305,画面,清晰,硬件&性能,正面
859,305,305,打游戏,挺爽的,使用场景,正面
860,305,305,_,不错,整体,正面
861,305,305,_,不卡,硬件&性能,正面
862,306,306,反应,蛮快,硬件&性能,正面
863,306,306,_,还不错,整体,正面
864,306,306,_,高,整体,负面
865,306,306,_,够用,整体,正面
866,307,307,_,别划算,价格,负面
867,307,307,_,不错,整体,负面
868,307,307,_,很满意,整体,负面
869,308,308,包装,完好,包装,正面
870,308,308,质量,不错,整体,正面
871,308,308,_,没有损坏,整体,正面
872,308,308,_,很流畅不卡顿,硬件&性能,正面
873,309,309,运行速度,很好,硬件&性能,正面
874,309,309,画面,很清晰,硬件&性能,正面
875,309,309,价格,美观丽,价格,正面
876,309,309,_,很高大尚,外观,正面
877,310,310,速度,快,硬件&性能,正面
878,310,310,_,非常轻薄,外观,正面
879,310,310,_,很漂亮,外观,正面
880,311,311,显示,流畅,硬件&性能,正面
881,311,311,性能,_,硬件&性能,正面
882,311,311,外观,_,外观,正面
883,311,311,_,超所值,价格,正面
884,312,312,打游戏,非常流畅,使用场景,正面
885,312,312,_,超级喜欢,整体,正面
886,312,312,_,很好用,整体,正面
887,312,312,_,不卡,硬件&性能,正面
888,313,313,_,很好,整体,正面
889,313,313,_,很实惠,价格,正面
890,313,313,价格,_,价格,正面
891,314,314,显示,不符,硬件&性能,负面
892,314,314,客服,_,服务,负面
893,315,315,机器显示,非常差,硬件&性能,负面
894,315,315,_,不清晰,硬件&性能,负面
895,316,316,性能,超好,硬件&性能,正面
896,316,316,内存,大,硬件&性能,正面
897,316,316,外观材质,厚实,外观,正面
898,316,316,价格,实惠，赞,价格,正面
899,317,317,_,降价,价格,负面
900,318,318,打游戏,不卡顿,使用场景,正面
901,318,318,上网,轻薄易携带,外观,正面
902,318,318,_,不错,整体,正面
903,318,318,质量,_,整体,正面
904,318,318,外观,_,外观,正面
905,319,319,风扇声音,别是,硬件&性能,负面
906,319,319,_,很满意,整体,负面
907,320,320,_,还不错,整体,正面
908,320,320,_,挺好的,整体,正面
909,321,321,_,不错,整体,正面
910,321,321,_,成色,外观,正面
911,322,322,_,很喜欢,整体,正面
912,323,323,反应,_,硬件&性能,负面
913,324,324,质量,很不错,整体,正面
914,324,324,_,很好,整体,正面
915,325,325,配置,很好,硬件&性能,正面
916,325,325,发货,很快,物流,正面
917,326,326,_,好评,整体,正面
918,327,327,机器,卡顿,硬件&性能,正面
919,327,327,性价比,_,价格,正面
920,328,328,散热,不太好,硬件&性能,负面
921,328,328,外观,_,外观,正面
922,329,329,性能,不错,硬件&性能,正面
923,329,329,内存,挺大,硬件&性能,正面
924,329,329,外观,简单,外观,正面
925,329,329,价格,便宜,价格,正面
926,329,329,_,喜欢,整体,正面
927,330,330,_,一点都不好,整体,负面
928,331,331,运行,流畅,硬件&性能,正面
929,331,331,性价比,高,价格,正面
930,331,331,_,高评,整体,正面
931,332,332,店家态度,很好,服务,正面
932,332,332,_,很好看,外观,正面
933,332,332,_,满意,整体,正面
934,333,333,物流,很快,物流,正面
935,333,333,质量,很好,整体,正面
936,333,333,外观,很精致大方，,外观,正面
937,333,333,玩游戏,一点也不卡,使用场景,正面
938,333,333,_,超薄,外观,正面
939,333,333,上网,_,使用场景,正面
940,334,334,电池,_,硬件&性能,负面
941,335,335,运行,流畅,硬件&性能,正面
942,335,335,外观,漂亮,外观,正面
943,335,335,外观材质,一点都不卡,外观,正面
944,335,335,性能,_,硬件&性能,正面
945,336,336,_,非常完美,整体,正面
946,337,337,_,可以,整体,正面
947,338,338,_,很一般,整体,负面
948,338,338,_,蓝屏,硬件&性能,负面
949,338,338,办公,_,使用场景,负面
950,339,339,_,垃圾动,硬件&性能,负面
951,339,339,_,不动就卡,硬件&性能,负面
952,339,339,_,黑屏,硬件&性能,负面
953,340,340,_,没有任何毛病,整体,负面
954,341,341,_,，帅爆了,硬件&性能,正面
955,341,341,_,牛逼不解释，颜值,硬件&性能,正面
956,342,342,,东西刚到手两个月，就没法充电了，不推荐买这样接口的笔记本，谁买谁上当,整体,负面
957,343,343,售后服务,太不满意,服务,正面
958,344,344,客服,不给补差,服务,负面
959,344,344,价，态度,_,物流,负面
960,345,345,外观,很好看,外观,正面
961,345,345,_,候漏电,使用场景,负面
962,346,346,开机速度,很快,硬件&性能,正面
963,346,346,看电影,一点也不卡,使用场景,正面
964,346,346,电池续航,不错,硬件&性能,正面
965,346,346,玩游戏,_,使用场景,正面
966,347,347,_,被完全压,外观,负面
967,347,347,_,降价,价格,负面
968,348,348,外观,漂亮,外观,正面
969,348,348,运行,顺畅,硬件&性能,正面
970,348,348,键盘,灵敏,硬件&性能,正面
971,348,348,_,很满意,整体,正面
972,349,349,_,还行,整体,负面
973,350,350,显色度,很高,硬件&性能,正面
974,350,350,运行速度,很快,硬件&性能,正面
975,350,350,工作,很顺手,物流,正面
976,350,350,_,一点也不卡顿,硬件&性能,正面
977,351,351,性能,满意,硬件&性能,正面
978,351,351,显卡效果,不错,硬件&性能,正面
979,351,351,外观材质,可以,外观,正面
980,351,351,_,特色,外观,正面
981,351,351,_,蛮好的,整体,正面
982,352,352,_,还不错,整体,正面
983,352,352,运行,_,硬件&性能,正面
984,353,353,外观,炫酷,外观,正面
985,353,353,_,非常好用,整体,正面
986,353,353,_,一点都不卡,硬件&性能,正面
987,353,353,_,非常喜欢,整体,正面
988,354,354,看电影,没有问题,使用场景,正面
989,354,354,_,还行,整体,负面
990,355,355,质量,不错,整体,正面
991,355,355,物流,也快,物流,正面
992,355,355,_,挺好,整体,正面
993,355,355,_,满意,整体,正面
994,356,356,服务态度,挺好,服务,负面
995,356,356,_,退了,其他,负面
996,357,357,速度,一般,硬件&性能,负面
997,357,357,屏幕色,太一般,硬件&性能,负面
998,358,358,质量,不错,整体,正面
999,358,358,开机速度,快,硬件&性能,正面
1000,358,358,价格,便宜，,价格,正面
1001,358,358,_,很满意,整体,正面
1002,358,358,_,很顺畅不卡顿,硬件&性能,正面
1003,358,358,_,好评,整体,正面
1004,359,359,速度,很快,硬件&性能,正面
1005,360,360,功能,不错,整体,正面
1006,361,361,优惠,很多，很值,价格,正面
1007,361,361,_,很不错,整体,正面
1008,361,361,_,轻薄,外观,正面
1009,361,361,_,便携,外观,正面
1010,361,361,价钱,_,价格,正面
1011,362,362,速度,挺快的,硬件&性能,正面
1012,362,362,，关键,好喜欢,整体,正面
1013,362,362,_,😄😄😄,整体,正面
1014,363,363,性能,很好,硬件&性能,正面
1015,363,363,网速,很快,硬件&性能,正面
1016,363,363,玩游戏,不卡,使用场景,正面
1017,364,364,_,特别不方便,外观,负面
1018,365,365,质量,特别好,整体,负面
1019,366,366,运行,流畅,硬件&性能,正面
1020,366,366,成色,不错,外观,正面
1021,366,366,_,好评,整体,正面
1022,366,366,_,不卡,硬件&性能,正面
1023,367,367,包装,好,包装,正面
1024,367,367,发货,快,物流,正面
1025,367,367,画面,清晰,硬件&性能,正面
1026,367,367,质量,不错,整体,正面
1027,367,367,_,，好评,整体,正面
1028,368,368,反应,很快,硬件&性能,正面
1029,369,369,性价比,超高,价格,正面
1030,369,369,_,不错,整体,正面
1031,370,370,_,降价,价格,负面
1032,370,370,_,不补差价,价格,负面
1033,371,371,_,真的很不错,整体,正面
1034,371,371,_,一点都不卡,硬件&性能,负面
1035,372,372,,**怎么回事，两个电脑都有问题，组装太明显了吧&hellip;&hellip;,整体,负面
1036,373,373,价格,垃圾，，几天就降了,价格,负面
1037,373,373,_,还行,整体,负面
1038,374,374,_,太卡,硬件&性能,负面
1039,375,375,,鲁大师跑分才5万，伤心，好亏啊,整体,正面
1040,376,376,_,不错,整体,正面
1041,376,376,_,很好,整体,正面
1042,377,377,客服,很好,服务,正面
1043,377,377,_,很不错,整体,正面
1044,378,378,质量,很好,整体,正面
1045,378,378,_,很不错,整体,正面
1046,379,379,包装,完整,包装,正面
1047,379,379,质量,不错,整体,正面
1048,379,379,网速,快,硬件&性能,正面
1049,379,379,_,，不卡,硬件&性能,正面
1050,379,379,携带,_,外观,正面
1051,380,380,_,是好,整体,正面
1052,380,380,_,很喜欢,整体,正面
1053,381,381,款式,超薄,外观,正面
1054,381,381,屏幕,大清晰,硬件&性能,正面
1055,381,381,运行,很快,硬件&性能,正面
1056,381,381,_,不卡顿,硬件&性能,正面
1057,382,382,背面灯,光好,硬件&性能,负面
1058,382,382,性能,优秀，,硬件&性能,负面
1059,382,382,_,非常值,价格,正面
