id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
323,_, , ,很好,0,2,整体,正面
323,_, , ,还不错,17,20,整体,正面
323,_, , ,很喜欢,35,38,整体,正面
324,_, , ,还行,2,4,整体,正面
325,_, , ,不容易掉色,0,5,功效,正面
325,_, , ,能维持蛮久的,6,12,功效,正面
325,价格,15,17,合算,18,20,价格,正面
326,_, , ,还不错,0,3,整体,正面
326,_, , ,挺自然,4,7,功效,正面
326,遮瑕,8,10,不太好,10,13,功效,正面
327,_, , ,起红疙瘩,8,12,使用体验,负面
328,_, , ,好评,19,21,整体,正面
329,_, , ,很好,0,2,整体,正面
329,_, , ,很自然,2,5,功效,正面
329,_, , ,很香,6,8,气味,正面
329,_, , ,好划算,14,17,价格,正面
330,_, , ,太锋利,0,3,功效,负面
331,_, , ,很好用,9,12,整体,正面
331,_, , ,不过敏,15,18,整体,正面
332,_, , ,很不错,5,8,整体,正面
333,保湿效果,6,10,不错,10,12,功效,正面
333,卖家服务态度,19,25,很好,25,27,服务,正面
333,发货速度,28,32,快,33,34,物流,正面
333,_, , ,很满意,35,38,整体,正面
334,打折,17,19,很划算,20,23,价格,正面
334,_, , ,便宜,27,29,价格,正面
335,_, , ,正品,8,10,真伪,正面
336,_, , ,好用,8,10,整体,正面
337,_, , ,很好,0,2,整体,正面
337,_, , ,很喜欢,2,5,整体,正面
337,_, , ,划算,6,8,价格,正面
338,持久,14,16,还可以,16,19,功效,正面
339,_, , ,很漂亮,16,19,整体,正面
340,_, , ,不闷,9,11,使用体验,正面
341,清洁,10,12,不错,12,14,功效,正面
341,_, , ,很温和,3,6,使用体验,正面
341,_, , ,不刺激,6,9,使用体验,正面
342,_, , ,很好看,0,3,整体,正面
342,_, , ,很精致,8,11,整体,正面
342,_, , ,方便带出去,12,17,使用体验,正面
343,_, , ,很好用,2,5,整体,正面
343,_, , ,很服帖,8,11,使用体验,正面
344,_, , ,便宜不少,10,14,价格,正面
345,_, , ,最差,5,7,整体,负面
345,_, , ,超级渣,17,20,整体,负面
345,_, , ,掉了,28,30,功效,负面
345,味道,31,33,特别浓,33,36,气味,负面
346,_, , ,好用,0,2,整体,正面
346,_, , ,很好吸收,3,7,使用体验,正面
347,_, , ,用起很好,6,10,整体,正面
347,_, , ,有淡淡的香气,25,31,气味,正面
348,_, , ,很水润,9,12,使用体验,正面
348,_, , ,跟服帖,14,17,使用体验,正面
348,_, , ,用着很好,18,22,整体,正面
349,遮盖力,6,9,一般,9,11,功效,中性
349,_, , ,很滋润,14,17,使用体验,正面
349,_, , ,很好用,18,21,整体,正面
350,_, , ,喜欢,0,2,整体,正面
351,_, , ,干巴巴,5,8,使用体验,负面
351,_, , ,不理想,11,14,整体,负面
352,_, , ,不错,6,8,整体,正面
352,物流,14,16,超级给力,16,20,物流,正面
353,态度,5,7,差到极点,7,11,物流,负面
353,_, , ,十分讨厌,12,16,整体,负面
353,_, , ,差评,17,19,整体,负面
354,赠品,21,23,不少,24,26,价格,正面
354,_, , ,是正品,3,6,真伪,正面
355,颜色,0,2,太难看,2,5,功效,负面
355,_, , ,起皮,12,14,使用体验,负面
355,_, , ,垃圾,15,17,整体,负面
356,_, , ,很划算,4,7,价格,正面
357,_, , ,是正品,10,13,真伪,正面
357,_, , ,很香,21,23,气味,正面
358,_, , ,好喜欢,0,3,整体,正面
358,_, , ,不油腻,8,11,使用体验,正面
359,_, , ,太快了,0,3,功效,负面
360,_, , ,很喜欢,5,8,整体,正面
361,_, , ,挺喜欢用的,30,35,整体,正面
362,_, , ,不好涂,0,3,使用体验,负面
363,_, , ,很舒服,3,6,使用体验,正面
363,清洁,7,9,比较彻底,9,13,功效,正面
363,_, , ,不干燥,14,17,使用体验,正面
364,_, , ,好评,0,2,整体,正面
365,_, , ,很好,2,4,整体,正面
365,颜色,23,25,偏深,25,27,功效,负面
365,_, , ,不错,43,45,整体,正面
366,_, , ,nice,54,58,整体,正面
367,打底,0,2,不错,2,4,功效,正面
367,_, , ,不是太干,5,9,使用体验,正面
368,_, , ,便宜,9,11,价格,正面
368,芯子,26,28,断掉,30,32,其他,负面
369,快递公司,0,4,把货送丢了,4,9,物流,负面
369,态度,9,11,太差,11,13,物流,负面
370,包装,4,6,精致,6,8,包装,正面
370,_, , ,很不错,0,3,整体,正面
371,快递服务态度,0,6,很差,6,8,物流,负面
372,_, , ,一如既往的好,0,6,整体,正面
373,_, , ,很好,0,2,整体,正面
373,_, , ,物有所值,11,15,整体,正面
374,物流,40,42,很快,42,44,物流,正面
375,_, , ,不好用,0,3,整体,负面
375,_, , ,不易上色,4,8,功效,负面
376,包装,0,2,很好,2,4,包装,正面
376,包装,0,2,堪称完美,5,9,包装,正面
376,_, , ,不错,22,24,整体,正面
377,_, , ,不错,4,6,整体,正面
378,_, , ,挺好的,7,10,整体,正面
379,_, , ,卸不掉,18,21,功效,负面
380,_, , ,还不错,9,12,整体,正面
381,_, , ,很清爽,2,5,使用体验,正面
381,_, , ,不油了,6,9,使用体验,正面
382,包装,0,2,很好,2,4,包装,正面
382,_, , ,没有破损,8,12,包装,正面
382,物流,13,15,很快,15,17,物流,正面
383,_, , ,不错,0,2,整体,正面
384,活动,13,15,划算,18,20,价格,正面
385,_, , ,不错,0,2,整体,正面
386,_, , ,很喜欢,0,3,整体,正面
386,_, , ,物美价廉,5,9,价格,正面
387,_, , ,很好用,47,50,整体,正面
387,_, , ,很给力,61,64,整体,正面
387,_, , ,超赞,64,66,整体,正面
388,_, , ,不错,1,3,整体,正面
388,_, , ,挺好用的,4,8,整体,正面
388,_, , ,很大,9,11,尺寸,正面
389,_, , ,垃圾,2,4,整体,负面
389,_, , ,不上色,7,10,功效,负面
389,_, , ,不持久,12,15,功效,负面
389,颜色,16,18,丑到爆,18,21,功效,负面
390,物流,6,8,特别快,8,11,物流,正面
391,_, , ,很喜欢,7,10,整体,正面
392,_, , ,很好用,18,21,整体,正面
392,_, , ,很好,24,26,整体,正面
393,_, , ,粉比较粗,0,4,使用体验,负面
393,_, , ,一点都不细腻,5,11,使用体验,负面
394,色差,0,2,特别大,2,5,功效,负面
395,_, , ,细腻,12,14,使用体验,正面
395,遮瑕力,20,23,很好,24,26,功效,正面
395,装感,27,29,自然,29,31,使用体验,正面
395,_, , ,非常棒,39,42,整体,正面
396,物流速度,19,23,超级快,24,27,物流,正面
396,_, , ,还不错,14,17,整体,正面
397,_, , ,很划算,0,3,价格,正面
398,_, , ,特别好用,0,4,整体,正面
398,_, , ,很大,15,17,尺寸,正面
398,性价比,21,24,很高,24,26,价格,正面
398,_, , ,喜欢,27,29,整体,正面
399,_, , ,很好上色,6,10,功效,正面
399,_, , ,不飞粉,12,15,功效,正面
399,颜色,16,18,超级漂亮,20,24,功效,正面
400,_, , ,还好,0,2,整体,正面
401,物流,6,8,非常快,8,11,物流,正面
401,_, , ,非常喜欢,14,18,整体,正面
402,保湿效果,9,13,不错,13,15,功效,正面
403,_, , ,挺好的,7,10,整体,正面
404,_, , ,好用,5,7,整体,正面
405,赠品,0,2,很好,2,4,价格,正面
405,_, , ,丝润,8,10,使用体验,正面
405,_, , ,光滑,10,12,使用体验,正面
406,_, , ,非常好,2,5,整体,正面
407,_, , ,很好用,0,3,整体,正面
407,_, , ,不错,7,9,整体,正面
408,_, , ,还可以,9,12,整体,正面
409,_, , ,断的,4,6,其他,负面
409,_, , ,根本没法用,6,11,整体,负面
410,_, , ,太划算,0,3,价格,正面
410,_, , ,太满意了,10,14,整体,正面
410,_, , ,绝对值,21,24,价格,正面
411,活动,0,2,特别实惠,3,7,价格,正面
412,_, , ,满心欢喜,9,13,整体,正面
413,_, , ,很喜欢,8,11,整体,正面
414,_, , ,一点不好用,0,5,整体,负面
414,刀片,6,8,不快,8,10,其他,负面
414,刀架,11,13,松的不行,17,21,其他,负面
415,_, , ,非常棒,2,5,整体,正面
415,_, , ,容易吸收,30,34,使用体验,正面
415,_, , ,不油腻,35,38,使用体验,正面
415,味道,39,41,很好闻,42,45,气味,正面
416,补水效果,16,20,不错,20,22,功效,正面
416,价格,24,26,平民,26,28,价格,正面
417,_, , ,还不错,31,34,整体,正面
418,_, , ,蛮舒适,3,6,使用体验,正面
419,哑光,17,19,赞赞的,22,25,功效,正面
419,持妆,26,28,很不错,30,33,功效,正面
420,_, , ,断的,4,6,其他,负面
421,_, , ,太一般了,2,6,整体,负面
421,_, , ,干死了,18,21,使用体验,负面
422,_, , ,非常满意,0,4,整体,正面
423,_, , ,不错,0,2,整体,正面
424,_, , ,还不错,9,12,整体,正面
425,_, , ,不错,0,2,整体,正面
426,价格,28,30,实惠,30,32,价格,正面
426,_, , ,挺好用的,0,4,整体,正面
426,_, , ,喜欢,25,27,整体,正面
426,泡面,20,22,细腻,22,24,使用体验,正面
427,物流,10,12,没得说,12,15,物流,正面
428,_, , ,比较失望,0,4,整体,负面
429,粉扑,12,14,没有,10,12,包装,负面
429,_, , ,还可以,2,5,整体,正面
430,价格,4,6,不值,0,2,价格,负面
430,胶水味,7,10,太重,10,12,气味,负面
430,味道,22,24,很重,26,28,气味,负面
430,_, , ,超级刺鼻,38,42,气味,负面
431,_, , ,浮粉,22,24,功效,负面
431,_, , ,不闪,27,29,功效,负面
432,妆感,0,2,比较厚重,2,6,使用体验,中性
432,_, , ,很舒服,9,12,使用体验,正面
433,_, , ,是正品,0,3,真伪,正面
433,包装,4,6,很好,7,9,包装,正面
433,_, , ,很划算,10,13,价格,正面
433,_, , ,很满意,21,24,整体,正面
434,包装,5,7,一般,7,9,包装,中性
434,效果,21,23,不大好,23,26,功效,负面
434,_, , ,有点发痒,30,34,使用体验,负面
435,物流,0,2,挺快的,2,5,物流,正面
435,_, , ,还不错,15,18,整体,正面
436,_, , ,不错,9,11,整体,正面
437,_, , ,还行,6,8,整体,正面
437,补水,19,21,挺好的,21,24,功效,正面
438,质量,3,5,差死了,5,8,整体,负面
438,_, , ,坏了,12,14,整体,负面
439,_, , ,好评,0,2,整体,正面
439,_, , ,物美价廉,12,16,价格,正面
440,_, , ,是正品,0,3,真伪,正面
440,_, , ,非常好用,9,13,整体,正面
441,水份,8,10,多,10,11,成分,正面
441,价格,15,17,合适,18,20,价格,正面
441,_, , ,喜欢,5,7,整体,正面
441,_, , ,滑溜溜,11,14,使用体验,正面
442,_, , ,不锋利,0,3,功效,负面
442,_, , ,没用,9,11,整体,负面
443,_, , ,好脏,2,4,使用体验,负面
444,_, , ,不错,2,4,整体,正面
445,味道,7,9,很奇怪,3,6,气味,负面
445,亮片,10,12,不容易上,13,17,其他,负面
445,_, , ,有点失望,30,34,整体,负面
446,_, , ,不好用,0,3,整体,负面
446,_, , ,卡粉,4,6,功效,负面
447,_, , ,不能控制油,3,8,功效,负面
447,_, , ,容易浮粉,12,16,功效,负面
448,_, , ,还不错,7,10,整体,正面
449,_, , ,很清爽,0,3,使用体验,正面
449,_, , ,容易吸收,4,8,功效,正面
450,_, , ,很不错,5,8,整体,正面
451,物流,0,2,很快,2,4,物流,正面
451,_, , ,很干爽,5,8,整体,正面
452,_, , ,蛮不错的,29,33,整体,正面
453,_, , ,不错,1,3,整体,正面
454,_, , ,不错,6,8,整体,正面
455,价格,9,11,不会很贵,12,16,价格,正面
455,_, , ,很好用,0,3,整体,正面
456,活动,23,25,_, , ,价格,正面
457,补水效果,4,8,不错,8,10,功效,正面
458,包装,0,2,仔细,2,4,包装,正面
458,发货速度,5,9,很快,9,11,物流,正面
458,效果,20,22,非常不错,22,26,功效,正面
458,_, , ,光滑细腻,32,36,使用体验,正面
458,_, , ,不紧绷,36,39,使用体验,正面
458,活动,54,56,很划算,56,59,价格,正面
459,包装,0,2,非常仔细,2,6,包装,正面
459,包装,0,2,严实,7,9,包装,正面
459,发货速度,10,14,非常快,14,17,物流,正面
460,味道,0,2,很奇怪,2,5,气味,负面
460,防晒效果,27,31,_, , ,功效,中性
461,_, , ,喜欢的不得了,14,20,整体,正面
462,_, , ,很稀饭,0,3,整体,正面
463,_, , ,不遮瑕,0,3,功效,负面
463,_, , ,控油就那样,3,8,功效,负面
463,_, , ,不好,8,10,整体,负面
464,_, , ,很好,2,4,整体,正面
464,_, , ,清爽,8,10,使用体验,正面
464,_, , ,很舒适,13,16,使用体验,正面
464,_, , ,满意,16,18,整体,正面
465,_, , ,很划算,33,36,价格,正面
465,_, , ,超好用,18,21,整体,正面
466,_, , ,挺好闻的,0,4,气味,正面
466,_, , ,不假白,5,8,功效,正面
466,_, , ,亮肤,8,10,功效,正面
466,_, , ,滋润,10,12,使用体验,正面
467,_, , ,好漂亮,0,3,整体,正面
467,_, , ,漂亮,8,10,整体,正面
468,_, , ,挺不错的,0,4,整体,正面
468,_, , ,物美价廉,4,8,价格,正面
468,_, , ,满意,9,11,整体,正面
469,_, , ,很干净,2,5,整体,正面
469,_, , ,很舒服,11,14,使用体验,正面
469,_, , ,很舒服,11,14,使用体验,正面
469,服务,20,22,好周到,23,26,服务,正面
469,_, , ,很值,32,34,价格,正面
470,气味,7,9,很好闻,10,13,气味,正面
470,_, , ,很好用,0,3,整体,正面
471,_, , ,非常满意,0,4,整体,正面
472,效果,0,2,几乎没有,2,6,功效,负面
472,_, , ,几乎没用,12,16,功效,负面
473,_, , ,还行,0,2,整体,正面
474,速度,6,8,基本没的说,8,13,物流,正面
474,_, , ,压扁了,22,25,包装,负面
475,_, , ,挺好的,0,3,整体,正面
476,赠品,10,12,_, , ,价格,正面
477,_, , ,还算可以,2,6,整体,正面
478,清洁能力,0,4,一般般,5,8,功效,中性
479,_, , ,不错,26,28,整体,正面
480,_, , ,香香的,15,18,气味,正面
480,_, , ,不干,19,21,使用体验,正面
480,_, , ,还不错,33,36,整体,正面
481,_, , ,会紧缩,5,8,使用体验,负面
481,_, , ,正不正品,9,13,真伪,中性
481,_, , ,渣货,21,23,整体,负面
482,_, , ,很清爽,4,7,使用体验,正面
483,_, , ,特别好,0,3,整体,正面
484,_, , ,物有所值,3,7,价格,正面
484,_, , ,特别的好用,7,12,整体,正面
485,_, , ,挺水润的,2,6,使用体验,正面
485,_, , ,很喜欢,7,10,整体,正面
486,_, , ,很好,5,7,整体,正面
486,_, , ,便宜,9,11,价格,正面
487,包装,3,5,没心情了,6,10,包装,负面
487,_, , ,不知道是不是正品,11,19,真伪,中性
488,_, , ,很好,5,7,整体,正面
488,_, , ,很清新,8,11,使用体验,正面
489,_, , ,好用,0,2,整体,正面
489,_, , ,很满意,20,23,使用体验,正面
490,_, , ,不错,0,2,整体,正面
490,速度,3,5,快,5,6,物流,正面
491,_, , ,超级棒,0,3,整体,正面
492,活动,3,5,_, , ,价格,正面
492,吸收,21,23,挺快的,23,26,使用体验,正面
492,价格,27,29,挺划算的,29,33,价格,正面
492,_, , ,不油,18,20,使用体验,正面
493,送货速度,0,4,快,4,5,物流,正面
493,包装,5,7,很好,7,9,包装,正面
494,_, , ,还不错,7,10,整体,正面
495,_, , ,应该还可以,0,5,整体,中性
496,_, , ,很轻,2,4,其他,负面
496,做工,18,20,太差了,21,24,其他,负面
497,_, , ,一点都不好看,0,6,整体,负面
497,包装,7,9,丑爆了,14,17,包装,负面
498,_, , ,很划算,10,13,价格,正面
499,_, , ,太荧光了,0,4,功效,负面
500,_, , ,不能用,9,12,整体,负面
501,_, , ,蛮不错的,17,21,整体,正面
502,_, , ,湿润,6,8,使用体验,正面
502,_, , ,好用,9,11,整体,正面
502,_, , ,很喜欢,14,17,整体,正面
503,_, , ,很喜欢,10,13,整体,正面
503,_, , ,很好用,15,18,整体,正面
504,活动,1,3,_, , ,价格,正面
505,_, , ,五星,25,27,整体,正面
506,_, , ,很好,2,4,整体,正面
507,_, , ,非常不错,2,6,整体,正面
508,_, , ,挺好的,0,3,整体,正面
509,_, , ,超好用,28,31,整体,正面
509,_, , ,润润的,35,38,使用体验,正面
510,产品,2,4,一流,0,2,整体,正面
510,快递,7,9,三流,5,7,物流,负面
511,价格,0,2,优惠,2,4,价格,正面
511,泡沫,5,7,多,7,8,使用体验,正面
511,_, , ,特别干净,15,19,功效,正面
511,_, , ,不紧绷,11,14,使用体验,正面
512,_, , ,非常好,5,8,整体,正面
513,_, , ,保湿,9,11,功效,正面
513,_, , ,补水,11,13,功效,正面
513,_, , ,不错哦,0,3,整体,正面
513,_, , ,挺好用的,4,8,整体,正面
514,_, , ,挺好的,6,9,整体,正面
515,_, , ,很便宜,13,16,价格,正面
515,_, , ,很见效,18,21,功效,正面
516,_, , ,好轻薄,7,10,使用体验,正面
516,_, , ,不油,12,14,使用体验,正面
516,_, , ,不熏,14,16,使用体验,正面
516,_, , ,很喜欢,30,33,整体,正面
517,上妆效果,20,24,容易上色,25,29,功效,正面
517,适合肤质,41,45,油性,46,48,功效,正面
517,性价比,56,59,高,59,60,价格,正面
517,持久情况,30,34,一般不补妆,35,40,功效,正面
517,_, , ,不错,53,55,整体,正面
518,_, , ,还可以,4,7,整体,正面
519,_, , ,实惠,0,2,价格,正面
519,速度,10,12,很快,12,14,物流,正面
520,赠品,9,11,很多,12,14,价格,正面
520,_, , ,不错,0,2,整体,正面
521,_, , ,喜欢,0,2,整体,正面
522,赠品,17,19,_, , ,价格,正面
523,_, , ,好用,0,2,使用体验,正面
523,_, , ,很自然,5,8,使用体验,正面
524,快递,13,15,超快,15,17,物流,正面
525,_, , ,没得说,0,3,整体,正面
525,_, , ,好用,4,6,整体,正面
526,推开,6,8,不错,9,11,使用体验,正面
526,_, , ,很香,0,2,气味,正面
526,_, , ,白白嫩嫩的,12,17,使用体验,正面
527,_, , ,满意,5,7,整体,正面
528,_, , ,不油腻,6,9,使用体验,正面
528,_, , ,清爽,4,6,使用体验,正面
528,_, , ,特别好用,0,4,整体,正面
529,_, , ,比较清爽,8,12,使用体验,正面
529,_, , ,喜欢,13,15,整体,正面
530,_, , ,非常好用,8,12,整体,正面
531,物流,0,2,给力,2,4,物流,正面
532,_, , ,很好,2,4,整体,正面
532,_, , ,很好用,12,15,整体,正面
533,_, , ,小巧,0,2,尺寸,正面
533,_, , ,精致,2,4,整体,正面
533,_, , ,携带方便,5,9,使用体验,正面
534,遮暇力度,0,4,不够,4,6,功效,负面
534,_, , ,不油腻,9,12,使用体验,正面
534,_, , ,服帖,15,17,使用体验,正面
534,性价比,22,25,超高,25,27,价格,正面
534,_, , ,喜欢,32,34,整体,正面
535,_, , ,相当不错,4,8,整体,正面
535,_, , ,很水润,9,12,使用体验,正面
535,_, , ,很舒服,13,16,使用体验,正面
536,_, , ,特别好,6,9,整体,正面
536,_, , ,很方便,60,63,使用体验,正面
536,_, , ,清理得很干净,64,70,功效,正面
537,_, , ,很不错,0,3,整体,正面
537,_, , ,满意,7,9,整体,正面
538,保湿,8,10,挺好的,10,13,功效,正面
538,_, , ,不错,5,7,整体,正面
538,收容盒子,20,24,_, , ,包装,正面
538,快递,25,27,很快,27,29,物流,正面
539,_, , ,很好,0,2,整体,正面
540,_, , ,不错,8,10,整体,正面
541,_, , ,挺干净,6,9,功效,正面
541,_, , ,挺保湿,10,13,功效,正面
541,_, , ,不干燥,13,16,使用体验,正面
542,_, , ,非常满意,12,16,整体,正面
543,_, , ,很好看,0,3,整体,正面
543,质量,4,6,不错,6,8,整体,正面
544,_, , ,烂的,4,6,其他,负面
545,_, , ,特别好用,0,4,整体,正面
545,_, , ,特别好,34,37,整体,正面
546,补水效果,0,4,非常好,4,7,功效,正面
546,_, , ,很保湿,24,27,功效,正面
546,精华,14,16,很多,16,18,成分,正面
546,皮肤,19,21,光滑,21,23,使用体验,正面
546,_, , ,水嫩嫩的,10,14,使用体验,正面
546,_, , ,不刺激,27,30,使用体验,正面
547,_, , ,不油腻,0,3,使用体验,正面
547,_, , ,哑光,12,14,使用体验,正面
548,_, , ,喜欢,5,7,整体,正面
549,_, , ,辣眼睛,9,12,使用体验,负面
550,_, , ,是正品,5,8,整体,正面
551,赠品,11,13,_, , ,价格,正面
552,_, , ,不错,2,4,整体,正面
553,_, , ,可以,15,17,整体,正面
554,价格,27,29,挺优惠的,29,33,价格,正面
555,_, , ,可以,24,26,整体,正面
556,_, , ,非常满意,0,4,整体,正面
557,_, , ,还不错,0,3,整体,正面
557,_, , ,易涂开,4,7,使用体验,正面
558,_, , ,差,0,1,整体,负面
558,_, , ,太差了,1,4,整体,负面
559,_, , ,很温和,7,10,使用体验,正面
559,吸收,11,13,很快,13,15,使用体验,正面
559,价位,18,20,很值,20,22,价格,正面
560,_, , ,断了,5,7,其他,负面
560,_, , ,太假了,26,29,真伪,负面
561,笔尖,5,7,很细,7,9,其他,负面
561,笔尖,5,7,超级容易断,10,15,其他,负面
561,店家,41,43,不予赔偿,43,47,服务,负面
561,持久情况,67,71,晕妆,72,74,功效,负面
562,快递小哥,12,16,非常给力,16,20,物流,正面
562,_, , ,非常不错,4,8,整体,正面
562,快递,25,27,_, , ,物流,正面
563,_, , ,挺好用的,8,12,整体,正面
564,_, , ,不好上色,0,4,功效,负面
565,_, , ,特别好用,6,10,整体,正面
565,物流速度,11,15,很快,16,18,物流,正面
565,卖家态度,19,23,棒,25,26,服务,正面
566,物流,4,6,特别快,6,9,物流,正面
566,隔离,9,11,特别好,11,14,功效,正面
