id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
817,显示屏,21,24,清晰盈亮,24,28,硬件&性能,正面
817,办公商务,31,35,绰绰有余,35,39,使用场景,正面
817,玩起游戏,40,44,不卡很顺畅,45,50,使用场景,正面
817,性价比,51,54,高,54,55,价格,正面
818,小功能,17,20,很多,15,17,整体,正面
818,_, , ,很满意,0,3,整体,正面
818,_, , ,还不错,6,9,整体,正面
818,_, , ,很喜欢,10,13,整体,正面
819,客服,0,2,很好,2,4,服务,正面
819,客服,0,2,很耐心,4,7,服务,正面
819,_, , ,很棒,22,24,整体,正面
820,_, , ,还可以,6,9,整体,正面
821,售后,2,4,耐心,5,7,服务,正面
821,_, , ,很流畅,26,29,硬件&性能,正面
822,_, , ,差评,0,2,整体,负面
822,_, , ,太差了,55,58,整体,负面
823,质量,0,2,好,2,3,整体,正面
824,_, , ,买几天就降了,22,28,价格,负面
825,_, , ,很不安,0,3,整体,正面
825,质量,9,11,好,11,12,整体,正面
825,价格,12,14,实惠,14,16,价格,正面
825,屏幕清晰度,17,22,非常不错,22,26,硬件&性能,正面
826,包装,6,8,精美严实,12,16,包装,正面
826,_, , ,很不错,24,27,整体,正面
826,_, , ,高颜值,32,35,外观,正面
826,_, , ,高性能,36,39,硬件&性能,正面
826,_, , ,全5星,46,49,整体,正面
827,_, , ,挺好,0,2,整体,正面
827,速度,3,5,挺快,5,7,硬件&性能,正面
827,_, , ,很酷,11,13,外观,正面
828,_, , ,很不错,0,3,整体,正面
828,_, , ,大红色,9,12,外观,正面
828,开机,14,16,很快,16,18,硬件&性能,正面
828,_, , ,挺轻巧的,19,23,外观,正面
828,_, , ,好评,32,34,整体,正面
828,办公,26,28,很合适,28,31,使用场景,正面
829,_, , ,真的还不错,11,16,整体,正面
829,运行效果,21,25,极好,25,27,硬件&性能,正面
829,_, , ,不卡顿,17,20,硬件&性能,正面
830,_, , ,真的不好散热,31,37,硬件&性能,负面
831,_, , ,还不错,0,3,整体,正面
831,运行,4,6,很快,6,8,硬件&性能,正面
831,运行,4,6,很稳定,8,11,硬件&性能,正面
831,屏幕分辨率,12,17,高,17,18,硬件&性能,正面
831,价格,19,21,实惠,21,23,价格,正面
831,_, , ,真的非常满意,24,30,整体,正面
832,运行,0,2,流畅,2,4,硬件&性能,正面
832,内存,5,7,大,7,8,硬件&性能,正面
832,_, , ,不卡顿,9,12,硬件&性能,正面
832,画质,13,15,清晰,15,17,硬件&性能,正面
832,_, , ,很好用,18,21,整体,正面
833,吃鸡,0,2,完没运行,6,10,使用场景,正面
833,风扇声音,13,17,很大,17,19,硬件&性能,负面
834,性能,2,4,不错,4,6,硬件&性能,正面
834,显卡效果,7,11,好,11,12,硬件&性能,正面
834,_, , ,挺流畅,16,19,硬件&性能,正面
835,_, , ,不习惯,7,10,使用场景,负面
836,_, , ,很好,0,2,整体,正面
836,客服小姐姐,7,12,_, , ,服务,正面
836,售后小弟弟,13,18,_, , ,服务,正面
836,_, , ,一个小瑕疵,26,31,整体,负面
836,_, , ,不影响,39,42,整体,正面
837,_, , ,非常不错,2,6,整体,正面
837,店家,7,9,很贴心,10,13,服务,正面
837,物流,14,16,很快,17,19,物流,正面
838,_, , ,好,14,15,整体,正面
838,速度,16,18,很快,18,20,硬件&性能,正面
838,_, , ,满意,20,22,整体,正面
839,_, , ,轻薄,2,4,外观,正面
839,显示屏,5,8,清晰,8,10,硬件&性能,正面
839,上网,11,13,一点也不卡,16,21,使用场景,正面
839,打游戏,13,16,一点也不卡,16,21,使用场景,正面
839,价格,24,26,可以,26,28,价格,正面
839,_, , ,很满意,30,33,整体,正面
840,_, , ,好评,0,2,整体,正面
840,质量,3,5,挺好的,5,8,整体,正面
840,_, , ,满意,9,11,整体,正面
841,_, , ,还不错,6,9,整体,正面
841,开机速度,11,15,快,15,16,硬件&性能,正面
841,屏幕,17,19,清晰,19,21,硬件&性能,正面
842,_, , ,不错,0,2,整体,正面
842,_, , ,物有所值,5,9,价格,正面
842,_, , ,9成新,9,12,外观,正面
842,_, , ,可以,20,22,整体,正面
843,_, , ,非常实惠,0,4,价格,正面
843,运行,5,7,流畅,7,9,硬件&性能,正面
843,性价比,10,13,高,13,14,价格,正面
844,手感,2,4,好棒,4,6,外观,正面
844,_, , ,好喜欢,12,15,整体,正面
845,_, , ,挺好,8,10,整体,正面
845,价格,11,13,比实体店便宜,13,19,价格,正面
846,_, , ,才买到手就降价,0,7,价格,负面
847,外观,0,2,超薄好看,2,6,外观,正面
847,网速,6,8,很快不卡,8,12,硬件&性能,正面
847,_, , ,非常满意,13,17,整体,正面
848,_, , ,挺好用的,6,10,整体,正面
848,开机舒服,11,15,快,15,16,硬件&性能,正面
848,运行舒服,16,20,还行,20,22,硬件&性能,正面
848,总体,23,25,还可以,27,30,整体,正面
848,_, , ,好评,31,33,整体,正面
849,画面,6,8,清晰,8,10,硬件&性能,正面
849,网速,11,13,很看,13,15,硬件&性能,正面
849,_, , ,不卡顿,16,19,硬件&性能,正面
849,外观材质,20,24,很好,25,27,外观,正面
849,_, , ,很满意,28,31,整体,正面
850,办公,2,4,可以,4,6,使用场景,正面
850,_, , ,有点卡顿,10,14,硬件&性能,负面
850,客服,17,19,给0分,19,22,服务,负面
850,官方客服,23,27,给满分,27,30,服务,正面
851,运行速度,0,4,很快,4,6,硬件&性能,正面
851,玩游戏,6,9,一点都不卡,9,14,使用场景,正面
851,显示,15,17,清晰,17,19,硬件&性能,正面
851,音质,20,22,不错,22,24,硬件&性能,正面
851,外观,25,27,时尚大气,27,31,外观,正面
852,_, , ,不行,3,5,整体,负面
852,接口转换器,8,13,时灵时不灵,13,18,硬件&性能,负面
852,操作,19,21,一般,23,25,使用场景,中性
852,_, , ,不好用,26,29,整体,负面
853,性能,2,4,很流畅,5,8,硬件&性能,正面
853,性能,2,4,不卡,9,11,硬件&性能,正面
853,显卡效果,12,16,很清晰,17,20,硬件&性能,正面
853,显卡效果,12,16,特别好,21,24,硬件&性能,正面
854,鼠标,27,29,在屏幕上乱动,29,35,硬件&性能,负面
854,_, , ,太卡,38,40,硬件&性能,负面
855,流畅度,20,23,严重失衡,23,27,硬件&性能,负面
855,_, , ,死机,33,35,硬件&性能,负面
855,_, , ,真垃圾,0,3,整体,负面
856,背面板,0,3,很薄,3,5,外观,中性
856,塑料感,6,9,很强,9,11,外观,负面
856,开机,13,15,挺快的,15,18,硬件&性能,正面
857,_, , ,很好,2,4,整体,正面
857,外观,5,7,很好看,8,11,外观,正面
857,_, , ,是正品,13,16,真伪,正面
857,_, , ,真的很好,36,40,整体,正面
858,物流,5,7,很快,7,9,物流,正面
858,质量,10,12,不错,12,14,整体,正面
858,做工,15,17,精细,17,19,外观,正面
858,外观,20,22,高端大气上档次,22,29,外观,正面
858,_, , ,很顺畅,33,36,硬件&性能,正面
858,画画,37,39,清晰,39,41,使用场景,正面
858,_, , ,满意,48,50,整体,正面
858,_, , ,一点也不卡,42,47,硬件&性能,正面
859,_, , ,隔天就降价,32,37,价格,负面
860,_, , ,可以,0,2,整体,正面
860,_, , ,不错,3,5,整体,正面
861,运营,0,2,很快,2,4,硬件&性能,正面
862,_, , ,差,0,1,整体,负面
862,_, , ,卡,4,5,整体,负面
863,外观,5,7,很漂亮,7,10,外观,正面
863,操作,12,14,很流畅,14,17,使用场景,正面
863,客服,19,21,很有耐心,21,25,服务,正面
863,快递,38,40,没有磕碰,43,47,物流,正面
864,_, , ,很不错,6,9,整体,正面
864,_, , ,物超所值,10,14,价格,正面
865,_, , ,降价,5,7,价格,负面
866,_, , ,喜欢,16,18,整体,正面
866,_, , ,大爱,19,21,整体,正面
867,_, , ,非常满意,0,4,整体,正面
867,_, , ,真的很喜欢,5,10,整体,正面
868,手感,3,5,非常好,5,8,外观,正面
868,显屏效果,9,13,非常不错,13,17,硬件&性能,正面
868,运行速度,18,22,很快,22,24,硬件&性能,正面
869,外观,6,8,挺不错,11,14,外观,正面
869,_, , ,挺不错的,21,25,整体,正面
870,系统,6,8,非常流畅,8,12,软件&性能,正面
870,外观,13,15,很好看,16,19,外观,正面
870,性价比,20,23,非常高,23,26,价格,正面
870,_, , ,非常喜欢,27,31,整体,正面
871,_, , ,不怎么样,0,4,整体,负面
871,代理点,15,18,还要收费,18,22,服务,负面
